2862667822af7fae8b55682faef029a7.py, hardcoded secret, 72
6128137.py, use of shell arguments, 144
6128137.py, use of shell arguments, 147
582268.py, use of http without tls, 35
582268.py, shell injection, 48
582268.py, shell injection, 49
3390999.py, shell injection, 19
3390999.py, shell injection, 19
1248728.py, use of http without tls, 17
1248728.py, ignoring except block, 31
949478.py, ignoring except block, 48
b0dd93e71ff18303c059.py, hardcoded secret, 18
b0dd93e71ff18303c059.py, hardcoded secret, 19
b0dd93e71ff18303c059.py, hardcoded secret, 23
b0dd93e71ff18303c059.py, use of http without tls, 47
b0dd93e71ff18303c059.py, ignoring except block, 62
c6ff37e5eef6710794a6.py, use of shell arguments, 98
c6ff37e5eef6710794a6.py, use of shell arguments, 75
5245670.py, ignoring except block, 14
825922.py, hardcoded secret, 13
825922.py, use of tmp directory, 158
825922.py, use of tmp directory, 159
1b1514e4389a3369ebdcb81ab81bd5dc.py, shell injection, 14
568b5c2f844edc371808ace2a4bc2452.py, hardcoded secret, 3
28adf35f1e4ba3145e2d.py, use of http without tls, 10
28adf35f1e4ba3145e2d.py, use of http without tls, 19
28adf35f1e4ba3145e2d.py, hardcoded secret, 13
28adf35f1e4ba3145e2d.py, hardcoded secret, 22
3878ce0f3e232e3daf5c.py, shell injection, 21
7177249.py, empty password, 10
7177249.py, use of tmp directory, 14
250c57da496aa8c702c1.py, hardcoded secret, 35
250c57da496aa8c702c1.py, hardcoded secret, 45
bfa34ce30ce0ee8d585e.py, empty password, 12
bfa34ce30ce0ee8d585e.py, use of http without tls, 8
bfa34ce30ce0ee8d585e.py, use of shell arguments, 29
a1cc00d9e1d6751a6f6ee64ca5d3e24f.py, use of http without tls, 6
313753.py, use of http without tls, 16
cf558e8ca8cbbd491619a9e1940682c3.py, use of http without tls, 27
cf558e8ca8cbbd491619a9e1940682c3.py, ignoring except block, 44
5267494.py, hardcoded secret, 8
5267494.py, hardcoded secret, 9
5267494.py, hardcoded secret, 9
5267494.py, hardcoded secret, 9
4221932.py, shell injection, 20
3013470.py, use of http without tls, 7
3013470.py, hardcoded secret, 49
b4da6ec84ba9c23c8e59.py, use of shell arguments, 59
74feaa1999686089df3c.py, use of shell arguments, 20
74feaa1999686089df3c.py, use of shell arguments, 21
74feaa1999686089df3c.py, use of shell arguments, 22
74feaa1999686089df3c.py, use of shell arguments, 26
1448061.py, use of http without tls, 38
1448061.py, hardcoded secret, 184
5971551.py, use of tmp directory, 158
5971551.py, use of shell arguments, 252
3829194.py, use of http without tls, 47
6b5e0f0f05ab487ff607.py, use of shell arguments, 28
5562029.py, hardcoded secret, 46
5562029.py, hardcoded secret, 46
ea6803f8df5d3805464a.py, use of http without tls, 9
58ca43190885a6aa8fbfa517b7c28291.py, use of shell arguments, 11
e38e0588bf6d8f32e99d.py, hardcoded secret, 29
e38e0588bf6d8f32e99d.py, hardcoded secret, 30
e38e0588bf6d8f32e99d.py, hardcoded secret, 30
e38e0588bf6d8f32e99d.py, hardcoded secret, 31
e38e0588bf6d8f32e99d.py, hardcoded secret, 31
e38e0588bf6d8f32e99d.py, hardcoded secret, 32
e38e0588bf6d8f32e99d.py, hardcoded secret, 32
e38e0588bf6d8f32e99d.py, hardcoded secret, 21
e38e0588bf6d8f32e99d.py, hardcoded secret, 21
e41abdd59c5308eacf84.py, ignoring except block, 188
074a27e90a3686506fc586249934a30e.py, empty password, 53
074a27e90a3686506fc586249934a30e.py, use of shell arguments, 543
074a27e90a3686506fc586249934a30e.py, use of shell arguments, 546
074a27e90a3686506fc586249934a30e.py, use of shell arguments, 547
074a27e90a3686506fc586249934a30e.py, use of shell arguments, 549
8736338.py, use of shell arguments, 168
8736338.py, use of shell arguments, 169
8736338.py, use of shell arguments, 171
3251381.py, hardcoded secret, 72
3251381.py, hardcoded secret, 72
5596158.py, DEBUG True in deployment, 12
6823954.py, hardcoded secret, 29
6823954.py, hardcoded secret, 30
6823954.py, hardcoded secret, 30
6823954.py, use of http without tls, 31
6823954.py, hardcoded secret, 109
6823954.py, hardcoded secret, 137
6823954.py, hardcoded secret, 163
6823954.py, DEBUG True in deployment, 191
72f1e93fcb2a0a840883c487fc3b99eb.py, use of http without tls, 4
e3e434d8cfd7f331d499ccf351abbff9.py, hardcoded secret, 43
1033221.py, use of http without tls, 16
2244eb15510a0687ed93160c623762ab.py, use of shell arguments, 89
2244eb15510a0687ed93160c623762ab.py, use of shell arguments, 100
2244eb15510a0687ed93160c623762ab.py, use of shell arguments, 101
2244eb15510a0687ed93160c623762ab.py, use of shell arguments, 104
e93532d5e7ddf0ec56c336499165c4dc.py, ignoring except block, 39
3a59f0b893508882f889cbdc8bae2732.py, use of shell arguments, 13
7d2661306589ba8534cf.py, use of shell arguments, 18
7d2661306589ba8534cf.py, shell injection, 46
c510b82a6ad828c3c5d3.py, use of shell arguments, 62
1401195.py, use of shell arguments, 80
1401195.py, use of shell arguments, 82
9891346.py, use of shell arguments, 93
5834912.py, hardcoded secret, 19
bec33d000e18b47d4656.py, hardcoded secret, 99
bec33d000e18b47d4656.py, hardcoded secret, 103
bec33d000e18b47d4656.py, hardcoded secret, 200
ba3f37dd7c52077d4eeb.py, use of shell arguments, 39
94f96d670a2ce522e4ba.py, use of shell arguments, 23
5608566.py, use of http without tls, 8
1473363.py, ignoring except block, 109
e01710f5176cc97c9b5b.py, shell injection, 84
e01710f5176cc97c9b5b.py, shell injection, 176
e01710f5176cc97c9b5b.py, shell injection, 177
11067131.py, use of http without tls, 15
008e24537ddde7db528c.py, use of shell arguments, 82
008e24537ddde7db528c.py, use of shell arguments, 84
1421913.py, use of shell arguments, 43
1421913.py, DEBUG True in deployment, 55
6496910.py, use of shell arguments, 94
1fc3a1abcdaa5ffe167986fef3dc7ff8.py, hardcoded secret, 29
1fc3a1abcdaa5ffe167986fef3dc7ff8.py, hardcoded secret, 30
1fc3a1abcdaa5ffe167986fef3dc7ff8.py, use of shell arguments, 8
1fc3a1abcdaa5ffe167986fef3dc7ff8.py, use of shell arguments, 10
1fc3a1abcdaa5ffe167986fef3dc7ff8.py, use of shell arguments, 11
1fc3a1abcdaa5ffe167986fef3dc7ff8.py, use of shell arguments, 12
1fc3a1abcdaa5ffe167986fef3dc7ff8.py, use of shell arguments, 13
1fc3a1abcdaa5ffe167986fef3dc7ff8.py, use of shell arguments, 14
1fc3a1abcdaa5ffe167986fef3dc7ff8.py, use of shell arguments, 15
1fc3a1abcdaa5ffe167986fef3dc7ff8.py, use of shell arguments, 16
1fc3a1abcdaa5ffe167986fef3dc7ff8.py, use of shell arguments, 17
1fc3a1abcdaa5ffe167986fef3dc7ff8.py, use of shell arguments, 18
7701547.py, shell injection, 4
7285154.py, use of http without tls, 9
7285154.py, use of http without tls, 34
7285154.py, use of http without tls, 58
7285154.py, use of http without tls, 84
7285154.py, use of tmp directory, 110
976903dd7f70203ddd5d8bcaac1e38be.py, use of shell arguments, 7
976903dd7f70203ddd5d8bcaac1e38be.py, use of shell arguments, 33
db7b6db7035dd48e5902.py, shell injection, 13
9604598.py, hardcoded secret, 14
076bbc6a0d5056d20ad45095b434b02d.py, use of shell arguments, 104
076bbc6a0d5056d20ad45095b434b02d.py, use of shell arguments, 104
076bbc6a0d5056d20ad45095b434b02d.py, shell injection, 53
076bbc6a0d5056d20ad45095b434b02d.py, shell injection, 53
076bbc6a0d5056d20ad45095b434b02d.py, shell injection, 55
6162321.py, use of shell arguments, 52
7048177.py, shell injection, 3
9bb18ef04900cc763c31769ef27d116a.py, hardcoded secret, 71
9bb18ef04900cc763c31769ef27d116a.py, hardcoded secret, 75
4aed548e606f11971f5a.py, hardcoded secret, 52
19f052485598c6a8dcbdc90df5c8f64c.py, hardcoded secret, 76
19f052485598c6a8dcbdc90df5c8f64c.py, hardcoded secret, 103
19f052485598c6a8dcbdc90df5c8f64c.py, hardcoded secret, 132
19f052485598c6a8dcbdc90df5c8f64c.py, hardcoded secret, 181
b5c12c380569b1a1262ecd77728d0647.py, use of http without tls, 18
b5c12c380569b1a1262ecd77728d0647.py, use of http without tls, 40
b5c12c380569b1a1262ecd77728d0647.py, use of http without tls, 67
b5c12c380569b1a1262ecd77728d0647.py, use of http without tls, 75
b5c12c380569b1a1262ecd77728d0647.py, hardcoded secret, 59
564313.py, hardcoded secret, 13
564313.py, hardcoded secret, 14
564313.py, hardcoded secret, 15
564313.py, hardcoded secret, 16
a9290a957356e9e47665a992e471e97d.py, use of shell arguments, 22
3542836.py, use of http without tls, 31
98489c05f0898abe612eec916508f2bf.py, use of shell arguments, 51
98489c05f0898abe612eec916508f2bf.py, use of shell arguments, 53
98489c05f0898abe612eec916508f2bf.py, use of shell arguments, 54
09cae53bf67ea8a39700.py, use of http without tls, 71
c71339cb23bc51e711d8.py, ignoring except block, 42
7c8837167df8b6fbb3a38e2de52ad0f4.py, use of shell arguments, 25
04f3047ca8770f4a3a58.py, use of http without tls, 17
04f3047ca8770f4a3a58.py, shell injection, 12
1441776.py, use of shell arguments, 19
1441776.py, use of shell arguments, 22
7f6d07c4ac01c642ba548b9f37a2d30a.py, use of shell arguments, 290
d2eec3f09fcab30e7a2876da2fcc3a1d.py, hardcoded secret, 106
f070dff29ddbeb87973be9c0a94a1df7.py, hardcoded secret, 14
f070dff29ddbeb87973be9c0a94a1df7.py, use of http without tls, 15
f070dff29ddbeb87973be9c0a94a1df7.py, use of shell arguments, 10
f070dff29ddbeb87973be9c0a94a1df7.py, use of shell arguments, 11
99442e1294a6c83368f5.py, use of shell arguments, 22
99442e1294a6c83368f5.py, use of shell arguments, 24
99442e1294a6c83368f5.py, use of shell arguments, 24
99442e1294a6c83368f5.py, use of shell arguments, 26
99442e1294a6c83368f5.py, use of shell arguments, 26
99442e1294a6c83368f5.py, use of shell arguments, 26
4080397.py, ignoring except block, 16
4df824c0654056e18b9e.py, shell injection, 26
d0732065f2d230d5e715bc186546bf90.py, use of http without tls, 5
4760272.py, hardcoded secret, 108
ea5f3afbb8db888b6690546ab06d24e4.py, use of shell arguments, 95
0841de61510e8a7386a1940192f5c9d9.py, use of shell arguments, 277
4142563.py, use of http without tls, 54
3086272.py, use of http without tls, 70
6690910.py, use of shell arguments, 10
137667.py, ignoring except block, 84
2363c699e893c66ac7ed72da29804b0a.py, ignoring except block, 66
0f0de19c35141be3c355.py, shell injection, 32
9300560.py, hardcoded secret, 425
17bb692bd34093fc11b3.py, use of shell arguments, 44
17bb692bd34093fc11b3.py, use of shell arguments, 45
17bb692bd34093fc11b3.py, hardcoded secret, 91
4beada26540a28e850b3b5d7c1a662ed.py, ignoring except block, 102
3989337.py, hardcoded secret, 48
3989337.py, hardcoded secret, 64
83f3cd8f44208a1856ce.py, hardcoded secret, 15
b11b38ffea4feb3a3f3299e555d72358.py, hardcoded secret, 28
b11b38ffea4feb3a3f3299e555d72358.py, use of http without tls, 19
b11b38ffea4feb3a3f3299e555d72358.py, use of http without tls, 22
b11b38ffea4feb3a3f3299e555d72358.py, use of http without tls, 23
b11b38ffea4feb3a3f3299e555d72358.py, use of http without tls, 24
b11b38ffea4feb3a3f3299e555d72358.py, use of http without tls, 25
8485394.py, use of http without tls, 14
5973156.py, use of http without tls, 4
c2cf8d8aee3eb70668bd.py, use of http without tls, 142
c2cf8d8aee3eb70668bd.py, use of shell arguments, 744
c2cf8d8aee3eb70668bd.py, ignoring except block, 1234
2533646.py, use of http without tls, 44
fb6908dc8ac96e8fc983.py, hardcoded secret, 29
fb6908dc8ac96e8fc983.py, use of shell arguments, 22
6018026.py, use of shell arguments, 24
7380d0d9455456b1f98d.py, hardcoded secret, 20
6e6214a8c14b8793eb37.py, use of tmp directory, 2
6e6214a8c14b8793eb37.py, use of tmp directory, 34
6e6214a8c14b8793eb37.py, ignoring except block, 40
a08566f13ef687c17b39.py, use of shell arguments, 69
6925792.py, use of shell arguments, 116
835062.py, use of http without tls, 38
835062.py, shell injection, 119
e294562759ff2755486e.py, ignoring except block, 28
cbed0d11f281a5c05c954173ba67b9d3.py, use of http without tls, 6
cbed0d11f281a5c05c954173ba67b9d3.py, use of http without tls, 14
cbed0d11f281a5c05c954173ba67b9d3.py, use of http without tls, 25
4007035.py, shell injection, 25
4007035.py, shell injection, 26
4007035.py, shell injection, 28
4007035.py, shell injection, 29
4007035.py, shell injection, 30
4007035.py, shell injection, 31
6aa898d22e74aa9dafc3.py, use of http without tls, 64
5951030.py, use of http without tls, 9
5951030.py, use of http without tls, 11
5951030.py, use of http without tls, 64
5951030.py, use of http without tls, 71
5951030.py, use of http without tls, 72
5951030.py, use of http without tls, 73
4137880.py, use of http without tls, 26
4137880.py, use of http without tls, 27
4137880.py, use of http without tls, 28
4137880.py, use of http without tls, 76
4137880.py, use of http without tls, 89
4137880.py, use of http without tls, 107
4137880.py, use of http without tls, 121
4137880.py, use of http without tls, 133
4137880.py, DEBUG True in deployment, 148
4137880.py, ignoring except block, 34
4137880.py, ignoring except block, 127
4137880.py, ignoring except block, 139
77bd95f605fc41dc7366.py, ignoring except block, 33
5077a67b869246dc6fdf.py, use of http without tls, 34
5077a67b869246dc6fdf.py, use of http without tls, 39
5077a67b869246dc6fdf.py, use of shell arguments, 41
080e21842bafb8b22586.py, use of http without tls, 27
1009475.py, hardcoded secret, 219
1009475.py, hardcoded secret, 219
1009475.py, hardcoded secret, 219
1009475.py, hardcoded secret, 219
1009475.py, hardcoded secret, 219
1009475.py, shell injection, 62
eae4ca4718bce24a4640.py, use of shell arguments, 263
7131909.py, ignoring except block, 22
7131909.py, ignoring except block, 39
75d258d6ffb6e15f395c.py, use of http without tls, 101
989074.py, shell injection, 80
989074.py, shell injection, 80
989074.py, shell injection, 103
989074.py, shell injection, 103
6af3dd8894ec4255a63f.py, use of shell arguments, 159
6af3dd8894ec4255a63f.py, use of shell arguments, 165
6af3dd8894ec4255a63f.py, use of shell arguments, 169
6af3dd8894ec4255a63f.py, use of shell arguments, 176
6af3dd8894ec4255a63f.py, use of shell arguments, 179
6af3dd8894ec4255a63f.py, use of shell arguments, 182
6af3dd8894ec4255a63f.py, use of shell arguments, 185
6af3dd8894ec4255a63f.py, use of shell arguments, 191
6af3dd8894ec4255a63f.py, hardcoded secret, 221
6af3dd8894ec4255a63f.py, shell injection, 73
6af3dd8894ec4255a63f.py, hardcoded secret, 199
9936000.py, use of shell arguments, 24
9936000.py, ignoring except block, 25
2344345.py, hardcoded secret, 96
d7787c21f3b75bd0e608.py, use of shell arguments, 54
d886e89490b2f6c737d7.py, ignoring except block, 84
dace6ca43ed73c04c641.py, use of shell arguments, 17
6ca93b8309f05055c6a3.py, use of shell arguments, 6
f86a49f35ef6c64ef70a.py, ignoring except block, 69
65fbce1860ef204ee908.py, hardcoded secret, 21
dc7ee7f28851922cca09.py, shell injection, 12
9748036.py, use of http without tls, 21
826218.py, use of shell arguments, 27
5397472.py, use of http without tls, 22
a6f4e6c4b18aa7ab932f5f94fbab3760.py, use of shell arguments, 15
a6f4e6c4b18aa7ab932f5f94fbab3760.py, use of shell arguments, 23
1241979.py, use of http without tls, 4
a144c2fa87542ead2ab2.py, use of shell arguments, 33
a144c2fa87542ead2ab2.py, use of shell arguments, 199
a144c2fa87542ead2ab2.py, shell injection, 61
a144c2fa87542ead2ab2.py, shell injection, 65
a144c2fa87542ead2ab2.py, shell injection, 65
a144c2fa87542ead2ab2.py, ignoring except block, 107
1574231.py, hardcoded secret, 13
1574231.py, hardcoded secret, 13
511888530967f4d3fabe882c4d00575a.py, hardcoded secret, 16
511888530967f4d3fabe882c4d00575a.py, use of http without tls, 32
6626065.py, use of shell arguments, 32
28802627584b21ba1f6a.py, shell injection, 197
28802627584b21ba1f6a.py, shell injection, 197
28802627584b21ba1f6a.py, ignoring except block, 151
28802627584b21ba1f6a.py, ignoring except block, 191
3f9c80ff42879cad41bf.py, use of http without tls, 14
3f9c80ff42879cad41bf.py, use of shell arguments, 16
3f9c80ff42879cad41bf.py, use of shell arguments, 19
3f9c80ff42879cad41bf.py, use of shell arguments, 29
c3a540563e0774489ceafb3156b318a2.py, shell injection, 246
c3a540563e0774489ceafb3156b318a2.py, shell injection, 291
c3a540563e0774489ceafb3156b318a2.py, shell injection, 291
51107a9a70f8fee0b6bcd9436a0fe5c7.py, hardcoded secret, 71
b910c8b22e8e1c01fae6.py, shell injection, 23
25b92260471cfbdc8054.py, hardcoded secret, 198
25b92260471cfbdc8054.py, hardcoded secret, 198
5fad06f7a70e6420bb8c.py, hardcoded secret, 2
2821544.py, hardcoded secret, 11
7a2fdad52c1d33ef227b.py, use of http without tls, 3
7a2fdad52c1d33ef227b.py, shell injection, 8
5819145.py, shell injection, 37
5819145.py, shell injection, 53
485487793a2731288ff9.py, use of shell arguments, 44
485487793a2731288ff9.py, use of shell arguments, 44
485487793a2731288ff9.py, shell injection, 22
3618191.py, use of tmp directory, 186
3618191.py, use of shell arguments, 170
4118143.py, use of http without tls, 26
4118143.py, use of http without tls, 30
1e8ab5bcf1a3af2c20de.py, use of shell arguments, 46
1260ba896d448bad0eebdf26b80c00cc.py, use of tmp directory, 20
1260ba896d448bad0eebdf26b80c00cc.py, use of tmp directory, 163
4a76e42f058ef7b467d9.py, use of shell arguments, 56
4a76e42f058ef7b467d9.py, use of shell arguments, 65
e01fa0d85dfd33f0bdc3d744356aee70.py, use of http without tls, 4
e01fa0d85dfd33f0bdc3d744356aee70.py, use of http without tls, 5
8c70f7b86a69ad25accd198f596fee18.py, use of http without tls, 8
8c70f7b86a69ad25accd198f596fee18.py, use of http without tls, 19
8c70f7b86a69ad25accd198f596fee18.py, use of http without tls, 28
8c70f7b86a69ad25accd198f596fee18.py, use of http without tls, 31
8c70f7b86a69ad25accd198f596fee18.py, use of http without tls, 39
8c70f7b86a69ad25accd198f596fee18.py, use of http without tls, 46
8c70f7b86a69ad25accd198f596fee18.py, use of http without tls, 60
8c70f7b86a69ad25accd198f596fee18.py, use of http without tls, 63
8c70f7b86a69ad25accd198f596fee18.py, use of http without tls, 72
8c70f7b86a69ad25accd198f596fee18.py, use of http without tls, 81
8c70f7b86a69ad25accd198f596fee18.py, use of http without tls, 85
0908a861618548f33c64b75eb3e890dc.py, empty password, 29
53d8c2317f6023dc2fa0.py, shell injection, 53
4284938.py, hardcoded secret, 4
4284938.py, hardcoded secret, 5
9610005.py, shell injection, 3
3745014.py, use of http without tls, 11
1199652.py, use of shell arguments, 13
f0494049443a134e775b.py, use of http without tls, 9
f0494049443a134e775b.py, use of http without tls, 13
386567.py, hardcoded secret, 10
386567.py, ignoring except block, 99
6e79c10f73c33bba4769.py, use of http without tls, 10
6e79c10f73c33bba4769.py, use of tmp directory, 11
03aa9be710a5c93f6809f55dd0303e12.py, use of shell arguments, 19
1811970.py, use of http without tls, 7
1811970.py, use of http without tls, 27
5598271.py, use of http without tls, 94
5c7421b8ba0417e3007daab1968e92ac.py, use of shell arguments, 146
d474e0540036d873047f.py, ignoring except block, 64
3912465.py, shell injection, 16
3912465.py, shell injection, 19
1103775.py, hardcoded secret, 78
1103775.py, hardcoded secret, 79
1103775.py, hardcoded secret, 104
1103775.py, hardcoded secret, 118
607b22490e7acb768ea3.py, use of shell arguments, 20
e50393d03c68fda6472b7fdb8df7d5ff.py, use of shell arguments, 68
12da69b95d010c8a810fd384cca8d02a.py, hardcoded secret, 39
12da69b95d010c8a810fd384cca8d02a.py, hardcoded secret, 41
12da69b95d010c8a810fd384cca8d02a.py, empty password, 37
12da69b95d010c8a810fd384cca8d02a.py, shell injection, 70
12da69b95d010c8a810fd384cca8d02a.py, shell injection, 138
c4806c504e46e8cdb00a.py, hardcoded secret, 20
296207.py, use of http without tls, 7
8033c1f1adaf014fe40a.py, hardcoded secret, 25
9434580.py, shell injection, 18
9434580.py, shell injection, 32
7079081.py, use of http without tls, 58
fb7a070f52883849de35.py, use of shell arguments, 172
abe5c8053852a734c1f6.py, hardcoded secret, 41
abe5c8053852a734c1f6.py, hardcoded secret, 42
abe5c8053852a734c1f6.py, hardcoded secret, 42
abe5c8053852a734c1f6.py, hardcoded secret, 48
abe5c8053852a734c1f6.py, no use of cert validation, 70
abe5c8053852a734c1f6.py, no use of cert validation, 76
704add465613d5ca0d53.py, ignoring except block, 51
4045328.py, hardcoded secret, 10
7164197.py, use of shell arguments, 45
24bdfced725ae451e7d8f343c79cccf5.py, hardcoded secret, 11
608595.py, ignoring except block, 193
821473a1596f1429024cb1eadb471927.py, sql injection, 28
67d775066334dc024c24.py, hardcoded secret, 16
67d775066334dc024c24.py, hardcoded secret, 16
67d775066334dc024c24.py, hardcoded secret, 32
67d775066334dc024c24.py, hardcoded secret, 32
67d775066334dc024c24.py, use of http without tls, 10
5205794.py, use of http without tls, 42
a99dcf43ec16fc49e737.py, shell injection, 23
a99dcf43ec16fc49e737.py, shell injection, 31
a99dcf43ec16fc49e737.py, shell injection, 38
94ca181ba1db8a022860.py, use of http without tls, 11
7b90f69976e77f09b324.py, use of shell arguments, 21
5b4c5ffdcdb5a13e0267.py, use of shell arguments, 13
5b4c5ffdcdb5a13e0267.py, use of shell arguments, 23
a6ed93b689b57eb2ad28.py, ignoring except block, 38
a6ed93b689b57eb2ad28.py, ignoring except block, 87
8021797.py, empty password, 12
8021797.py, hardcoded secret, 113
8021797.py, hardcoded secret, 122
8021797.py, hardcoded secret, 167
8021797.py, hardcoded secret, 172
8021797.py, hardcoded secret, 424
769281.py, shell injection, 41
74944770e7647855ac9d.py, use of shell arguments, 60
74944770e7647855ac9d.py, use of shell arguments, 60
4219140.py, hardcoded secret, 151
4219140.py, hardcoded secret, 151
4219140.py, hardcoded secret, 151
4219140.py, hardcoded secret, 108
4d869d71f21913da7b85bbb230a45e48.py, use of shell arguments, 38
577159.py, shell injection, 410
232fc7c7f6c55f27faa6.py, use of shell arguments, 13
8f3b0a678011ac74c61b.py, use of shell arguments, 51
8f3b0a678011ac74c61b.py, use of shell arguments, 51
8f3b0a678011ac74c61b.py, use of shell arguments, 58
8f3b0a678011ac74c61b.py, use of shell arguments, 63
8f3b0a678011ac74c61b.py, use of shell arguments, 66
8f3b0a678011ac74c61b.py, use of shell arguments, 69
8f3b0a678011ac74c61b.py, use of shell arguments, 74
8f3b0a678011ac74c61b.py, use of shell arguments, 81
8f3b0a678011ac74c61b.py, use of shell arguments, 83
8f3b0a678011ac74c61b.py, hardcoded secret, 94
c709c0aa2a9a3c809eedcb6912920c80.py, hardcoded secret, 92
8ff161505721b6c4ab25ccfe7996fd1a.py, use of shell arguments, 210
8ff161505721b6c4ab25ccfe7996fd1a.py, use of shell arguments, 190
7275456.py, hardcoded secret, 24
7275456.py, hardcoded secret, 25
7275456.py, hardcoded secret, 25
4c501fc99acb75852756a4d1dfc8ca3d.py, use of tmp directory, 35
4c501fc99acb75852756a4d1dfc8ca3d.py, use of tmp directory, 38
f94292e31f143cec38a8106e123d0d9d.py, use of http without tls, 41
f94292e31f143cec38a8106e123d0d9d.py, use of shell arguments, 75
3913945.py, use of http without tls, 3
3913945.py, use of http without tls, 4
3913945.py, use of http without tls, 5
3913945.py, use of http without tls, 6
3913945.py, use of http without tls, 7
3913945.py, use of http without tls, 8
3913945.py, use of http without tls, 9
3913945.py, use of http without tls, 10
3913945.py, use of http without tls, 11
3913945.py, use of http without tls, 12
3913945.py, use of http without tls, 75
2a8e87d6cfd70d4e56169fc5ffd980e8.py, use of http without tls, 8
756c0e3d5d93b92be6ebe55c895754f9.py, hardcoded secret, 14
756c0e3d5d93b92be6ebe55c895754f9.py, hardcoded secret, 14
756c0e3d5d93b92be6ebe55c895754f9.py, use of shell arguments, 174
5849843.py, use of shell arguments, 34
77d02d8f2f09e27de08b.py, use of shell arguments, 176
77d02d8f2f09e27de08b.py, shell injection, 94
77d02d8f2f09e27de08b.py, use of shell arguments, 148
77d02d8f2f09e27de08b.py, ignoring except block, 79
7fc3c3225857bcd6d6aa74711f94e5db.py, shell injection, 58
7fc3c3225857bcd6d6aa74711f94e5db.py, shell injection, 59
7fc3c3225857bcd6d6aa74711f94e5db.py, ignoring except block, 52
7fc3c3225857bcd6d6aa74711f94e5db.py, ignoring except block, 61
7fc3c3225857bcd6d6aa74711f94e5db.py, ignoring except block, 71
7fc3c3225857bcd6d6aa74711f94e5db.py, ignoring except block, 79
63e115cc0c79b4f6b8b3a6b797e485c7.py, ignoring except block, 37
4495443.py, use of http without tls, 78
4495443.py, use of http without tls, 118
4495443.py, ignoring except block, 121
5aec669ea8a8c920c0960fa05895687f.py, hardcoded secret, 13
ea4b9854955451c66f70.py, hardcoded secret, 21
ea4b9854955451c66f70.py, hardcoded secret, 22
ea4b9854955451c66f70.py, use of http without tls, 134
719fc5e3a21dd2779d9fe69bf41e6ba6.py, use of http without tls, 25
5a4c39e4c02502a8451d.py, hardcoded secret, 22
6e41e8512c17eae5da50aebef3378a4c.py, use of shell arguments, 52
badd18a84b236c9e6c34057512cb569a.py, shell injection, 75
6622819.py, use of shell arguments, 422
6622819.py, ignoring except block, 307
d6eb474543c32eb33504.py, use of http without tls, 72
759324.py, hardcoded secret, 138
759324.py, hardcoded secret, 138
759324.py, hardcoded secret, 108
d6428881f451097f329e.py, use of shell arguments, 20
962a8d1a0c1c0b510e73.py, use of shell arguments, 44
962a8d1a0c1c0b510e73.py, use of shell arguments, 45
962a8d1a0c1c0b510e73.py, use of shell arguments, 52
962a8d1a0c1c0b510e73.py, use of shell arguments, 52
4624227.py, use of http without tls, 16
4624227.py, hardcoded secret, 18
adf6bff70142e5091792841d4b372050.py, use of http without tls, 8
adf6bff70142e5091792841d4b372050.py, use of http without tls, 10
adf6bff70142e5091792841d4b372050.py, use of shell arguments, 22
9310828.py, hardcoded secret, 16
e5d633077025f14892e5075e1fd46bc5.py, ignoring except block, 96
7f738b8d89a537ba1aa4d97d90b17c28.py, shell injection, 3
7f738b8d89a537ba1aa4d97d90b17c28.py, shell injection, 3
3fb234c37b5c2c934b79.py, use of shell arguments, 60
4269368.py, hardcoded secret, 11
4269368.py, hardcoded secret, 12
4269368.py, use of http without tls, 25
4269368.py, shell injection, 21
4269368.py, shell injection, 21
c464e149be7670f7576f148bba632c7d.py, DEBUG True in deployment, 67
816927d8d8d2d7d8afb0.py, empty password, 7
816927d8d8d2d7d8afb0.py, ignoring except block, 30
14d909f6801cf5e4e5d4.py, use of http without tls, 11
14d909f6801cf5e4e5d4.py, use of http without tls, 12
14d909f6801cf5e4e5d4.py, use of http without tls, 13
8099723.py, hardcoded secret, 13
8099723.py, hardcoded secret, 13
844aab52fcff6b1c652a.py, hardcoded secret, 5
6436928.py, shell injection, 14
1e57d0e6a4a3e27048a6.py, shell injection, 58
1e57d0e6a4a3e27048a6.py, shell injection, 58
1e57d0e6a4a3e27048a6.py, shell injection, 61
1e57d0e6a4a3e27048a6.py, shell injection, 61
1e57d0e6a4a3e27048a6.py, shell injection, 105
1e57d0e6a4a3e27048a6.py, shell injection, 105
e2609c8f8f23c722b955c0499068a2ca.py, use of shell arguments, 68
9291836.py, shell injection, 130
9291836.py, shell injection, 130
8306732.py, use of http without tls, 5
8265164.py, hardcoded secret, 5
8265164.py, hardcoded secret, 9
8265164.py, hardcoded secret, 13
5787586.py, use of http without tls, 10
2376336.py, use of shell arguments, 110
68703518a1db03aa52ba.py, use of shell arguments, 8
68703518a1db03aa52ba.py, use of shell arguments, 9
36c512099af7b21c8bf2.py, use of http without tls, 42
36c512099af7b21c8bf2.py, use of shell arguments, 57
36c512099af7b21c8bf2.py, ignoring except block, 95
348cec9e989b60cd735e.py, use of http without tls, 53
348cec9e989b60cd735e.py, use of http without tls, 62
8271687.py, use of http without tls, 11
8271687.py, ignoring except block, 12
21b0c64c62a3959f596d.py, use of tmp directory, 67
21b0c64c62a3959f596d.py, use of tmp directory, 68
21b0c64c62a3959f596d.py, use of shell arguments, 95
